x,y
1.7107382121746828,2.2347398568172783
2.199882710651528,2.0815816536909573
2.1058760169129855,1.8911327577537276
2.2124378073991804,2.180102205505239
2.353409699010567,2.209145153140414
2.1054687015763034,1.8346700721603997
1.848757053542573,2.1970121492897583
1.8523307235457727,1.9550190987711755
2.267329360999176,1.6961407662788448
2.28196822490666,1.8135839773776854
1.9968816148218198,1.8820946299646706
1.9242805377716472,2.0911804453760885
1.879931381688569,1.7642238014627674
1.9690616611067382,1.9321887728405476
2.315648732696799,2.1022102205137165
1.7724680985505246,1.8703857489791216
2.1366726816687396,2.1062843019307445
2.2149563973424318,2.1254020334020005
2.211493934931752,1.9056518567607248
2.3328447838718858,2.138945300917994
1.7657756749074338,1.9251002432674758
2.0219611044242907,1.7939546548434302
1.8238074013890717,1.9756288966635935
2.4510005272445463,2.26218230344959
1.8349269495883438,2.0161639196478123
1.6836495444926172,2.0082756120355256
1.899425812401829,2.033544038813264
2.001736357036119,2.5233710185741174
1.9411460710138575,1.7914892061690784
1.7577925585590426,1.7668082255130524
1.709167327275508,2.235104624180675
2.294539011489516,2.0365036912442314
1.8847292240635658,1.9907932156157826
2.0297381043080374,2.3061693818944957
1.7909091661355758,2.0667419576008044
1.9852566777206035,1.962228507155858
2.1133445884271307,2.11919504174142
1.9516127291025527,2.113057751866673
2.072156000095395,2.0208579598785974
2.1014657828677383,1.9023993905508694
1.688997865189956,2.0903236024806615
2.0600955590780887,1.8047321688070905
2.1732452711074512,2.080905402636068
2.1476186505351422,1.9142437990246446
1.572393259430858,2.2050645389377026
2.1803062028953457,2.47731847222827
2.090626359870771,1.737864364458476
1.9321473658974784,2.0475376790425632
1.9996717227807326,1.8300856083342278
1.8659282517130982,1.904961593556546
1.9815030430309868,2.1141159389190216
2.1022849734051885,1.8985567315509917
2.1110926171983246,2.053728812651008
2.1134907868401456,2.2011674856664656
1.9376754603798174,1.4252212716478152
1.8033013766279744,2.021976904500174
2.3643604965937146,2.1789276022460156
1.909028010750422,2.024457910682817
2.0733100954257355,1.8941481054854368
2.0539413686056536,2.072273679140813
2.033145452103926,2.121139664011011
2.0770549690328957,2.0720877576905217
2.0338292277484094,1.9651346394616356
1.936085300215219,2.315931945254382
2.218076395800539,1.9754307649363878
1.9677706531623886,2.000624685921742
2.1634135686672167,1.8671332853175269
1.9126858868540733,2.0497446328202975
1.962947139925978,2.2574770039509158
2.3464904000454743,1.9420145503160084
1.7992413937912803,2.189719541101855
1.9003164073845034,2.37370469262446
2.076874170139428,1.6922339486930031
2.07367796150686,2.229251729856971
1.8127880926755013,2.0333973705864192
1.8670529673006033,2.3757678549486063
2.099456901193145,1.7511746125415841
2.0561176354303305,2.0310919691024125
2.2903384011659296,2.0452784644715707
1.7520904467158531,1.9181353767901514
1.9505128535867027,2.3451619584787795
1.7929182040001599,2.0245953760011
2.2644105837152457,1.8562851069379074
1.878636167074176,1.8575673910520767
2.0068979765500767,2.1534054434603958
1.6332770082736645,1.8580771744396836
2.240972358841041,1.9772299641659727
2.175613575713876,1.980774440097458
2.0914802385143445,1.9055184767853262
2.0287922003655416,2.098296485132906
2.0152521791444573,1.947363116706631
2.003977646114675,2.1458571371191475
1.9670401876645882,2.3347093103087864
2.024698553292936,2.262387175436112
2.1532979778113597,1.7552196037519543
1.8243620746524432,1.8419390082431426
2.0153462154684068,2.0042293112113647
2.166083719726089,1.8870661696580644
2.284626254797864,1.9386196349931148
1.8866619906277986,2.2024104659637596
1.7785735162095453,2.09734855382932
1.9958209267828657,1.945301126035651
2.2632460673823944,1.9898691137509703
2.073030670394549,2.1210811163352354
2.1248696188133582,2.080038412760352
2.2672471724341356,2.02256883516014
1.7552810809820256,2.0486938228295286
2.3768011523116406,1.8751640074435882
1.753211686234764,2.0134229771554564
1.9225731690957835,2.4210625897728764
2.0296403854953877,1.8486430402897485
1.7381163937966755,2.0387074386568282
2.23179617219791,1.929447930185566
1.8686397455506345,2.0177192440155243
1.6416493510348966,1.8805776633334497
2.116532519365044,2.101273125065157
2.142781695610711,2.157110884512152
1.9592085368294314,1.630051458839405
1.928992055581974,1.9223717947368129
2.184693390526944,2.187030521531844
2.0065503698955127,2.1931944736099758
1.8222619202437975,2.267247120492244
1.9540239793047223,2.0852443870696735
2.015631125924313,1.895377939937599
2.099133160070433,2.0800400589880397
1.9976808369526549,1.8686947146406025
1.5018954588233229,2.0999879691609067
2.140871337338996,2.0011172634606225
1.8264868817487332,2.004900266065951
1.9038864759347638,1.8481984109389866
1.870703415214448,2.2411365335035818
1.9855622765185068,1.8934670327802559
1.976972052954806,1.9275302017757923
1.921326767993174,1.9294991123726224
1.8443911572747047,1.945766739900023
2.275134702572763,1.7860140250180292
1.850909840386986,1.999175584452009
1.9367341008075867,1.7557909544659556
1.807178214511351,1.9516726964614708
1.9090802249708612,1.96828996243906
1.965942759502632,1.9759584716580387
2.1297699044260057,1.872380134905169
2.0660825003188217,2.0772380536312607
2.012083612146501,2.2604660081074925
2.161494753654579,1.9961436724399528
1.8642371026919782,1.9072973648321672
2.0836828356007118,1.8965890909974994
2.0102700511602074,1.926558838605856
1.5856541627883052,2.2124702870582955
2.1875576340315597,1.9280617655112147
1.9182703330260749,2.0612035079195348
2.019463468954378,2.103087644716848
1.9005326362483712,2.216869637517827
2.1723236427182,1.8349765392142607
2.147321873092876,2.0543100547630675
2.2288318945638945,1.5652066575956984
2.2883760358629623,2.004149295791889
2.0375026531291662,2.1493556497811244
1.8473141756405589,2.2230759564705895
1.7817927712529642,1.8222460764765476
2.1994126954580655,2.0019359814727964
2.0527679786820467,2.054658715014433
2.239833757963125,1.5660477912559916
2.032225670157621,2.1930421380780976
1.884573455984955,2.0705071217162963
2.0525674837649035,1.9740559400423205
1.8924941753679596,2.296103892698441
2.1598959625139162,2.1173889088654265
1.8452210356496266,1.9370927297052631
2.262901449869815,2.213168461817879
2.1611334144796603,1.8260514294688528
1.8913842890393753,2.244489994662897
2.026788476694221,1.8845008102892558
1.9213112513686825,2.2147166092741593
1.7872123872831454,1.9033161126810654
2.0179763125276544,2.1058475464019315
1.9778807174970692,2.0768417752930564
2.122494152781169,2.109821337371489
1.832936978226384,1.6382755455692852
1.9935979490044213,1.6907024263819235
1.781726969305604,1.743708353176703
1.6728925256995142,1.9516251503966957
2.194852667859672,1.768818680515134
1.927626373244632,2.266520110540727
1.9684279918300438,2.2173141202787323
1.9963055784410428,1.982944276320293
1.9931345027035343,1.8918710797505685
2.0068746363687593,1.973255227343945
2.1369736244313824,2.106002970632628
1.9105516297959761,1.8390229325748586
2.0508719539905798,2.015508860837986
2.04865528907675,1.9330085329224824
2.2140290024974436,2.227608472432434
2.1365577323906884,2.0332176018503123
2.1349561309147975,1.665993586279006
1.8692271755754903,2.1220368826860616
2.2305847432542274,1.9532495212749668
2.112770821153175,1.7019393941481766
2.0485377441045958,2.2273094345360334
2.1854309629224633,2.0859576383382703
2.1322150697159543,1.8839615566263899
2.086390286697158,1.9087678451886398
2.0754402100825247,1.9660902831516496
2.381616210010956,2.1211036037864464
1.9841052733814797,1.7687378570563481
1.8776997275952976,2.0752562558147476
2.2222237441066004,1.6257566948216489
2.147183620248085,2.026395684408728
2.0351426940455326,1.9311974791998812
2.0010428589938085,2.0453927363324365
1.9866194380969266,2.347997412588027
2.2719774773693056,2.173732820570956
2.0436135200574332,1.8124288908512578
1.797263697685746,2.1751038667768374
1.8546851548158276,2.0029856004670608
2.0869076518530645,1.6958333079095127
2.103578616619118,2.0892389625508807
1.876178448373744,2.1264645205723873
1.841900991636867,1.7389007237163019
1.9077944774707005,1.9534732740559813
2.1169832616535227,2.3402824056962728
2.2196041096939645,2.04173992112713
1.7887317463880812,2.0529359780457828
1.6058660095286483,2.018032371068324
1.941038315049802,1.5070524950307729
2.3777513602999156,1.7419930315115901
2.2197557803322607,1.8064243740352148
1.7143678172155,2.070516775081672
2.0360875979817843,2.0142984916170494
2.2290771587849267,1.6927705980128438
2.0152269321006555,1.6882584975334165
2.0500219957245207,1.8349068544537108
2.0485869286985534,2.095099974928019
2.2780704271785455,2.0135639705394897
1.9510709869028184,2.048382508934056
2.110459276345391,2.1234387409417237
2.094024303595485,2.1326058924697207
2.1247253924817273,2.0690688844497735
1.8655766844774717,1.8014336227969987
2.302738721131242,2.0183323605018417
2.3678556033721794,2.4698537868572976
1.9396080139249072,2.003000962474736
2.3867568092324314,2.0856384968881225
2.020644351017,1.9243684382229163
1.6892183361660529,2.073591573823825
2.0365068813230667,1.7300706908525258
2.055481187504376,2.267039768513973
2.2858324098269964,2.2217956310115254
2.18792421061976,2.1874538757222624
2.093666907105356,2.0506279665558984
1.916525343193482,1.774549739528415
1.927804071658702,2.1662899919501233
1.8048003593196673,1.9610276173057781
2.2348852293641164,1.93012864306604
2.3115891985358417,2.151716178816703
2.1224073540544732,2.0015926736817167
1.7345246297070847,1.869756789032896
1.758149264655171,1.9546018163297416
2.0941592877650588,2.1783069966231134
2.0729215915630608,2.0729796059037864
1.9412075322002664,2.0381837915161056
2.2764933201227775,2.0451470885800838
2.437205981389202,2.156284902478349
2.118965352500129,2.3500661932152123
1.9554749183287192,1.9826915567963235
2.2307537693905966,1.9601619865208066
1.9440122132315714,1.7972575632529304
1.8526839479788773,2.2826539197789675
2.1242341861087684,2.0108346790583864
1.7905205687586798,2.1230050408252428
2.2423237152728905,2.2454940713902234
2.090146280318893,1.9404826876086587
2.013631219857821,2.218706786401704
2.3301430747142104,2.227452181243898
1.7516403756310388,2.0871545426591
2.2488263344789936,1.9692302573108385
2.062810249203701,1.7980795826684621
